"FA","TR"
0.19658088684082,763.516723632812
0.242930486798286,721.323974609375
0.1944590061903,757.464538574219
0.198188289999962,766.59375
0.200065314769745,745.308715820312
0.238610312342644,740.048217773438
0.219955325126648,763.531494140625
0.217609867453575,765.086791992188
0.198477223515511,775.818359375
0.212621629238129,763.687561035156
0.206721097230911,758.375244140625
0.281596183776855,718.531127929688
0.217606142163277,757.242309570312
0.208132326602936,771.079956054688
0.187445968389511,769.412475585938
0.209553822875023,767.687561035156
0.224432915449142,764.818786621094
0.199323505163193,769.010864257812
0.173378944396973,782.821411132812
0.193665027618408,764.076782226562
0.175836756825447,765.386962890625
0.17924639582634,760.988830566406
0.175409764051437,756.246643066406
0.190801113843918,743.305786132812
0.200320839881897,770.959350585938
0.190207198262215,780.447082519531
0.21048204600811,763.812133789062
0.173817440867424,766.495239257812
0.156185775995255,761.244384765625
0.213894248008728,738.168395996094
0.23502579331398,739.140808105469
0.188218280673027,764.154663085938
0.203563332557678,762.609619140625
0.173233851790428,765.163818359375
0.162080064415932,752.650268554688
0.264124304056168,736.019165039062
0.291275560855865,730.145385742188
0.195001482963562,758.017700195312
0.198556870222092,763.04150390625
0.204024061560631,737.71337890625
0.264255702495575,745.0390625
0.299015432596207,751.623901367188
0.24766406416893,738.402587890625
0.272757887840271,701.83056640625
0.239522561430931,735.643981933594
0.227425768971443,737.515502929688
0.240389809012413,738.529357910156
0.274512767791748,726.693237304688
0.199600428342819,750.314819335938
0.243147239089012,742.171875
0.249641239643097,733.353332519531
0.171701684594154,757.443481445312
0.188033312559128,744.025390625
0.210367366671562,744.141296386719
0.207958579063416,765.553649902344
0.240231186151505,759.249633789062
0.234164357185364,740.387756347656
0.199419602751732,768.235595703125
0.176424995064735,765.640869140625
0.221436098217964,759.836608886719
0.232747673988342,742.8310546875
0.208322376012802,772.581420898438
0.215000137686729,771.408325195312
0.204890578985214,750.318481445312
0.196598261594772,769.640625
0.207044243812561,768.019165039062
0.189820766448975,775.957641601562
0.249824911355972,763.792053222656
0.267000019550323,734.601806640625
