"x","y","z"
45,117,29
46,117,29
46,118,30
47,117,28
47,117,29
47,118,29
47,118,30
47,118,31
47,122,29
48,117,28
48,117,29
48,118,27
48,118,28
48,118,29
48,118,30
48,118,31
48,119,27
48,119,28
48,120,28
48,121,28
48,122,29
48,122,30
48,123,28
48,123,29
48,123,30
49,117,27
49,117,28
49,117,29
49,117,30
49,118,28
49,118,29
49,118,30
49,118,31
49,119,27
49,119,28
49,120,27
49,120,28
49,121,27
49,121,28
49,122,26
49,122,27
49,122,28
49,122,29
49,123,27
49,123,28
49,123,29
49,123,30
49,124,28
49,125,28
50,117,27
50,117,28
50,117,29
50,117,30
50,119,27
50,119,28
50,120,27
50,120,28
50,121,27
50,121,28
50,122,26
50,122,27
50,122,28
50,122,29
50,123,27
50,123,28
50,123,29
50,124,26
50,124,27
50,124,28
50,125,27
50,125,28
50,126,25
50,127,28
51,117,27
51,117,28
51,119,27
51,119,28
51,120,27
51,120,28
51,121,27
51,121,28
51,122,26
51,122,27
51,122,28
51,124,27
51,124,28
51,125,27
51,125,28
51,126,26
51,126,27
51,127,26
51,127,27
51,127,28
51,128,29
52,117,27
52,117,28
52,119,27
52,119,28
52,121,27
52,121,28
52,122,26
52,122,27
52,122,28
52,124,27
52,124,28
52,124,29
52,125,27
52,125,28
52,126,26
52,126,27
52,127,27
52,127,28
52,127,29
52,128,27
52,128,28
52,128,29
52,129,29
52,129,30
52,130,29
53,121,27
53,121,28
53,122,27
53,122,28
53,124,27
53,124,28
53,124,29
53,125,27
53,125,28
53,126,26
53,126,27
53,126,28
53,127,27
53,127,28
53,127,29
53,127,30
53,128,28
53,128,29
53,128,30
53,129,27
53,129,28
53,129,29
53,129,30
53,130,27
53,130,28
53,130,29
53,130,30
53,132,30
54,122,27
54,122,28
54,124,28
54,124,29
54,125,27
54,125,28
54,126,26
54,126,27
54,126,28
54,126,29
54,127,28
54,127,29
54,127,30
54,128,28
54,128,29
54,128,30
54,129,29
54,129,30
54,129,31
54,130,28
54,130,29
54,130,30
54,131,27
54,131,28
54,131,29
54,132,28
54,132,30
54,132,31
55,124,28
55,124,29
55,125,27
55,125,28
55,125,29
55,126,27
55,126,28
55,126,29
55,127,29
55,127,30
55,127,31
55,128,29
55,128,30
55,128,31
55,129,29
55,129,30
55,129,31
55,130,29
55,130,30
55,130,31
55,131,27
55,131,28
55,131,29
55,131,30
55,132,29
55,132,30
55,132,31
55,133,29
55,133,31
55,134,32
56,124,28
56,124,29
56,125,27
56,125,28
56,125,29
56,126,28
56,126,29
56,126,30
56,127,29
56,127,30
56,127,31
56,128,29
56,128,30
56,128,31
56,129,30
56,129,31
56,129,32
56,130,29
56,130,30
56,130,31
56,131,28
56,131,29
56,131,30
56,132,30
56,132,31
56,132,32
56,133,29
56,133,30
56,133,31
56,133,32
56,134,30
56,134,31
56,134,32
56,135,32
56,136,33
56,138,35
57,125,28
57,125,29
57,126,28
57,126,29
57,126,30
57,126,31
57,127,30
57,127,31
57,128,30
57,128,31
57,128,32
57,129,30
57,129,31
57,129,32
57,129,33
57,130,30
57,130,31
57,130,32
57,131,29
57,131,30
57,131,31
57,131,32
57,132,30
57,132,31
57,132,32
57,132,33
57,133,30
57,133,31
57,133,32
57,133,33
57,134,31
57,134,32
57,134,33
57,135,30
57,135,31
57,135,32
57,135,33
57,136,33
57,136,34
57,137,34
57,137,35
57,138,35
57,138,36
58,125,28
58,125,29
58,126,29
58,126,30
58,126,31
58,126,32
58,127,30
58,127,31
58,127,32
58,128,30
58,128,31
58,128,32
58,129,31
58,129,32
58,129,33
58,129,34
58,130,30
58,130,31
58,130,32
58,131,29
58,131,30
58,131,31
58,131,32
58,131,33
58,132,31
58,132,32
58,132,33
58,133,31
58,133,32
58,133,33
58,134,31
58,134,32
58,134,33
58,134,34
58,135,31
58,135,32
58,135,33
58,136,32
58,136,33
58,136,34
58,137,34
58,137,35
58,137,36
58,138,36
58,138,37
58,139,36
58,140,37
59,126,30
59,126,31
59,126,32
59,127,30
59,127,31
59,127,32
59,128,31
59,128,32
59,128,33
59,129,32
59,129,33
59,129,34
59,130,31
59,130,32
59,130,33
59,130,34
59,131,31
59,131,32
59,131,33
59,132,32
59,132,33
59,132,34
59,133,32
59,133,33
59,133,34
59,134,32
59,134,33
59,134,34
59,135,32
59,135,33
59,135,34
59,136,33
59,136,34
59,136,35
59,137,34
59,137,35
59,137,36
59,137,37
59,138,35
59,138,36
59,138,37
59,139,36
59,139,37
59,139,38
59,140,37
59,141,39
60,127,31
60,127,32
60,128,31
60,128,32
60,128,33
60,128,34
60,129,33
60,129,34
60,129,35
60,130,31
60,130,32
60,130,33
60,130,34
60,131,32
60,131,33
60,131,34
60,132,32
60,132,33
60,132,34
60,132,35
60,133,32
60,133,33
60,133,34
60,133,35
60,134,33
60,134,34
60,134,35
60,135,32
60,135,33
60,135,34
60,135,35
60,135,36
60,136,33
60,136,34
60,136,35
60,136,36
60,137,35
60,137,36
60,137,37
60,137,38
60,138,36
60,138,37
60,138,38
60,139,35
60,139,36
60,139,37
60,139,38
60,140,36
60,140,37
60,140,38
60,141,37
60,141,38
60,141,39
60,141,40
60,142,39
60,143,41
61,128,32
61,128,33
61,128,34
61,128,35
61,129,33
61,129,34
61,129,35
61,129,36
61,130,33
61,130,34
61,130,35
61,131,32
61,131,33
61,131,34
61,132,33
61,132,34
61,132,35
61,132,36
61,133,33
61,133,34
61,133,35
61,133,36
61,134,33
61,134,34
61,134,35
61,134,36
61,135,33
61,135,34
61,135,35
61,135,36
61,136,34
61,136,35
61,136,36
61,136,37
61,137,36
61,137,37
61,137,38
61,138,36
61,138,37
61,138,38
61,138,39
61,139,37
61,139,38
61,139,39
61,140,36
61,140,37
61,140,38
61,140,39
61,141,38
61,141,39
61,141,40
61,142,37
61,142,38
61,142,39
61,143,39
61,143,40
61,143,41
62,128,33
62,128,34
