"FA","TR"
0.0672449469566345,709.062255859375
0.0682043060660362,700.280883789062
0.0761088356375694,708.358764648438
0.0645277947187424,711.072875976562
0.0891766101121902,696.624389648438
0.0681429654359818,776.779052734375
0.0775671154260635,770.448059082031
0.0772442519664764,771.453369140625
0.070927195250988,772.7177734375
0.068968653678894,774.676879882812
0.0534017756581306,770.150390625
0.0477471053600311,773.7431640625
0.0977137386798859,785.790344238281
0.0736605003476143,775.448120117188
0.0862805023789406,763.353393554688
0.0877000540494919,761.459777832031
0.107558339834213,748.880859375
0.0538962483406067,746.414428710938
0.0643160864710808,739.718322753906
0.0621828027069569,765.096801757812
0.0437027961015701,773.476928710938
0.0411405079066753,763.538696289062
0.0850594267249107,760.474365234375
0.0988378152251244,759.246337890625
0.101324938237667,740.65625
0.107752457261086,738.548278808594
0.104273848235607,722.978637695312
0.0975918397307396,732.415222167969
0.0630303993821144,715.289306640625
0.0830914303660393,715.1328125
0.0853066593408585,741.498779296875
0.0783414840698242,753.949890136719
0.0788477137684822,746.598999023438
0.102679625153542,741.696472167969
0.117522478103638,709.913452148438
0.128289267420769,705.602355957031
0.109579749405384,686.23046875
0.100243858993053,702.407409667969
0.122160583734512,721.817993164062
0.11551272124052,706.531188964844
0.117270715534687,704.648681640625
0.124147899448872,693.38037109375
0.141153126955032,705.774169921875
0.126084744930267,689.841064453125
0.142814293503761,787.734436035156
0.136284545063972,807.988403320312
0.111696526408195,807.124938964844
0.103042721748352,796.018798828125
0.111985750496387,794.336059570312
0.113632217049599,798.783813476562
0.0981704294681549,788.833984375
0.0982609167695045,784.246826171875
0.111110828816891,787.135559082031
0.102978728711605,789.90869140625
0.106474749743938,782.9921875
0.142570093274117,766.264343261719
0.160588055849075,784.069274902344
0.131451919674873,788.871826171875
0.120951183140278,792.634155273438
0.119217999279499,791.266845703125
0.124970592558384,777.295043945312
0.119660951197147,765.800842285156
0.121047057211399,777.243408203125
0.0904267579317093,765.451599121094
0.0968160256743431,767.230773925781
0.0884083583950996,781.599731445312
0.0796930938959122,781.885498046875
0.0865237787365913,773.532348632812
0.112523183226585,783.581481933594
0.127294853329659,781.710388183594
0.181796416640282,767.755981445312
0.143455639481544,796.7607421875
0.120620675384998,786.711791992188
0.122557625174522,783.638488769531
0.123558580875397,776.932739257812
0.118354581296444,755.367370605469
0.126814961433411,747.672485351562
0.148624002933502,758.514526367188
0.126451522111893,753.866394042969
0.0874905437231064,731.826965332031
0.0898520201444626,753.200805664062
0.0886368602514267,774.923767089844
0.0786727592349052,776.50048828125
0.0915583372116089,780.759643554688
0.102606154978275,775.910278320312
0.13287490606308,768.739074707031
0.137816682457924,760.873657226562
0.124401211738586,764.399658203125
0.121673747897148,765.5654296875
0.119949847459793,730.946411132812
0.140086442232132,724.169006347656
0.151217684149742,723.161376953125
0.129267975687981,722.189392089844
0.132940456271172,697.455444335938
0.111124806106091,718.860595703125
0.120271280407906,742.180908203125
0.0982983037829399,737.292785644531
0.0993615463376045,745.797058105469
0.114632837474346,751.799621582031
0.166554898023605,727.183654785156
0.154061302542686,733.949829101562
0.151844352483749,724.642761230469
0.159399077296257,717.765014648438
0.163960993289948,707.532653808594
0.138456791639328,687.283874511719
0.145743355154991,705.836669921875
0.157580599188805,723.195556640625
0.126374617218971,717.076049804688
0.13991904258728,714.009643554688
0.186816558241844,703.281127929688
0.176082625985146,717.273315429688
0.155293330550194,710.441040039062
0.23021511733532,779.558349609375
0.208257138729095,776.629333496094
0.177868872880936,802.3232421875
0.171587109565735,833.029296875
0.158685564994812,812.54443359375
0.134533524513245,799.516662597656
0.15373332798481,781.162475585938
0.129762545228004,796.28515625
0.12365335971117,801.220275878906
0.127498492598534,801.393798828125
0.143029481172562,807.213012695312
0.146196231245995,804.375610351562
0.148868754506111,796.732177734375
0.171886339783669,784.685974121094
0.188043415546417,790.694641113281
0.208277478814125,761.996337890625
0.209188491106033,783.831359863281
0.195657670497894,775.499389648438
0.171811565756798,794.298156738281
0.174362346529961,791.904663085938
0.172933429479599,788.778015136719
0.147393986582756,775.939880371094
0.148985549807549,785.907775878906
0.152452290058136,783.278015136719
0.131875365972519,791.107055664062
0.135441809892654,774.475891113281
0.149672880768776,772.559448242188
0.147909000515938,783.675476074219
0.143812939524651,783.963256835938
0.13655099272728,778.799499511719
0.149850010871887,786.557006835938
0.165520384907722,799.633605957031
0.191565662622452,789.78857421875
0.187583446502686,791.69189453125
0.171290934085846,789.157287597656
0.156631782650948,777.308837890625
0.160835966467857,769.325317382812
0.159126088023186,755.767211914062
0.161226078867912,753.914123535156
0.17823038995266,761.2158203125
0.165100902318954,785.418090820312
0.149142369627953,770.982299804688
0.128436684608459,749.800659179688
0.132480695843697,771.79443359375
0.136293828487396,786.114868164062
0.12804003059864,783.624877929688
0.132906183600426,790.111083984375
0.136362984776497,787.529907226562
0.157479092478752,792.080444335938
0.180032879114151,768.294372558594
0.161657810211182,777.260925292969
0.153491735458374,770.69580078125
0.14212229847908,762.927185058594
0.148535326123238,748.7177734375
0.147225767374039,752.753356933594
0.165832415223122,743.027221679688
0.176368683576584,745.216796875
0.146698772907257,739.26025390625
0.133014798164368,718.972045898438
0.120131805539131,743.547973632812
0.127947792410851,759.154479980469
